OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,USGSPCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,ProviderName
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99000094,Sample-Routine,Water,Surface Water,11/16/89,11:00:00,EST,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988510,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99000416,Sample-Routine,Water,Surface Water,5/2/90,8:30:00,EDT,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207987950,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99000644,Sample-Routine,Water,Surface Water,6/5/90,11:00:00,EDT,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988550,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98900019,Sample-Routine,Water,Surface Water,10/18/88,12:45:00,EDT,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988550,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98700580,Sample-Routine,Water,Surface Water,8/11/87,12:00:00,EDT,39,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207987950,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.98900613,Sample-Routine,Water,Surface Water,7/19/89,12:15:00,EDT,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988490,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-VA,USGS Virginia Water Science Center,nwisva.01.99000879,Sample-Routine,Water,Surface Water,7/10/90,11:15:00,EDT,3,feet,,U.S. Geological Survey-Water Resources Discipline,USGS-0207988510,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300544,Sample-Routine,Water,Groundwater,8/10/83,11:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-351337080415002,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98200302,Sample-Routine,Water,Surface Water,3/19/82,12:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99600093,Sample-Routine,Water,Surface Water,12/6/95,13:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900084,Sample-Routine,Water,Surface Water,7/9/79,13:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400184,Sample-Routine,Water,Surface Water,7/24/84,16:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086624,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800273,Sample-Routine,Water,Surface Water,5/15/78,12:15:00,EDT,,,,,USGS-02084557,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600191,Sample-Routine,Water,Surface Water,11/18/85,11:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300020,Sample-Routine,Water,Surface Water,11/10/82,13:00:00,EST,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02080500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700925,Sample-Routine,Water,Surface Water,9/1/87,13:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500126,Sample-Routine,Water,Surface Water,2/20/85,15:50:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086849,,,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900086,Sample-Routine,Water,Surface Water,8/7/79,10:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300088,Sample-Routine,Water,Surface Water,12/21/82,16:00:00,EST,,,,"USGS-Atlanta Central Laboratory, GA",USGS-02084317,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Present Above Quantification Limit,Fecal Coliform,,,Historical,,Actual,31625,,,,,Upper Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500136,Sample-Routine,Water,Surface Water,12/19/84,8:05:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0208700780,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600348,Sample-Routine,Water,Surface Water,5/21/86,13:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000355,Sample-Routine,Water,Surface Water,6/24/80,14:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02096842,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300147,Sample-Routine,Water,Surface Water,9/26/83,11:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086624,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301655,Sample-Routine,Water,Surface Water,6/23/93,16:20:00,EDT,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214146100,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301651,Sample-Routine,Water,Surface Water,6/22/93,17:40:00,EDT,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214157625,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99306248,Sample-Routine,Water,Surface Water,9/15/93,15:40:00,EDT,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214146100,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99402621,Sample-Routine,Water,Groundwater,6/29/94,13:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-351351080413701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500138,Sample-Routine,Water,Surface Water,2/20/85,16:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0208700780,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99003116,Sample-Routine,Water,Groundwater,6/13/90,13:58:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-352403080490001,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500110,Sample-Routine,Water,Surface Water,10/23/84,10:25:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086624,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800409,Sample-Routine,Water,Surface Water,5/9/88,12:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000028,Sample-Routine,Water,Surface Water,7/1/80,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99306247,Sample-Routine,Water,Surface Water,9/15/93,15:30:00,EDT,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214148975,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,Not Detected,Fecal Coliform,,,Historical,,Actual,31625,,,,,Historical Lower Reporting Limit,4,cfu/100ml,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800258,Sample-Routine,Water,Surface Water,3/28/78,10:30:00,EST,,,,,USGS-02084556,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400188,Sample-Routine,Water,Surface Water,9/24/84,14:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02086624,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000446,Sample-Routine,Water,Surface Water,1/21/80,14:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106651,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000682,Not determined,Water,Surface Water,4/24/80,13:40:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0214632815,,,Not determined,Not Determined (historical),USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900186,Sample-Routine,Water,Surface Water,3/12/79,13:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02084556,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98300508,Sample-Routine,Water,Surface Water,5/16/83,11:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03460000,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98900075,Sample-Routine,Water,Surface Water,11/17/88,10:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02105769,,,Rising stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99201931,Sample-Routine,Water,Surface Water,7/8/92,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02126000,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,"Sampler, US DH-59",,Fecal Coliform,40,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97900750,Sample-Routine,Water,Surface Water,3/28/79,10:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02106648,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99401213,Sample-Routine,Water,Surface Water,11/17/93,16:30:00,EST,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214148975,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500067,Sample-Routine,Water,Surface Water,7/15/85,11:45:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99300242,Sample-Routine,Water,Surface Water,2/17/93,12:55:00,EST,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214146100,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97800447,Sample-Routine,Water,Surface Water,5/23/78,14:10:00,EDT,,,,,USGS-02089500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98500061,Sample-Routine,Water,Surface Water,11/14/84,12:45:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02084164,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.97700280,Sample-Routine,Water,Surface Water,3/22/77,12:00:00,EST,,,,Other:Not valid for new data entry,USGS-02089500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700905,Sample-Routine,Water,Surface Water,8/21/87,11:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210788875,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600578,Sample-Routine,Water,Surface Water,8/18/86,13:05:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210788875,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98400828,Sample-Routine,Water,Groundwater,10/13/83,13:00:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-351547080501401,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000413,Sample-Routine,Water,Surface Water,12/12/79,13:30:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02105769,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98600580,Sample-Routine,Water,Surface Water,8/18/86,14:20:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789120,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98700907,Sample-Routine,Water,Surface Water,8/21/87,12:30:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789120,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99301142,Sample-Routine,Water,Surface Water,5/19/93,15:15:00,EDT,0.5,meters,,U.S. Geological Survey-Water Resources Discipline,USGS-0214148975,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,400,cfu/100ml,Historical,,Estimated,31625,,,,counts outside acceptable range,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99003745,Sample-Routine,Water,Surface Water,8/27/90,13:15:00,EDT,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03453500,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,4000,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98000613,Sample-Routine,Water,Surface Water,4/14/80,10:15:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-03453500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,40000,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98800088,Sample-Routine,Water,Surface Water,11/30/87,13:00:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-02080500,,,Falling stage,Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,41,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.98900345,Sample-Routine,Water,Surface Water,2/14/89,14:40:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0210789120,,,"Stable, low stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,410,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,nwisnc.01.99600219,Sample-Routine,Water,Surface Water,1/31/96,10:08:00,EST,,,,U.S. Geological Survey-Water Resources Discipline,USGS-0212429920,,,"Stable, normal stage",Routine sample,USGS,USGS,USGS,Unknown,,Fecal Coliform,410,cfu/100ml,Historical,,Actual,31625,,,,,,,,NWIS
